id_comment,id_restaurant,comment_text,comment_usability, comment_date
2948,205,"после переезда с Первомайской стало все уныло. Пицца стала невкусной, да и соседство с гаражами не добавляет привлекательности. пицца с морепродуктами залита соусом терияки. морепродукты не чувствовались. про соус в меню сказано ничего не было",0,29 июля 2020 г.
2949,205,"Здравствуйте дорогие читатели. Очень часто заказывал доставку именно в этом месте. Вкусная и горячая пицца. Хорошая японская кухня. И сегодня мой выбор пал именно на «Теркин» ! Заказали пиццу и роллы. К пицце никаких вопросов нет. Вкусная и горячая. Но к японской кухне есть претензии. Получив доставку, и раскрыв ланч бокс, я обратил внимание на его наполнитель. Вместо полноценного угря, я увидел смесь мяса данной рыбы с её же кожей в соотношении 10/90 (большая часть кожи). Это меня очень сильно расстроило, и я решил позвонить оператору, узнать реально ли сиё чудо кулинарии так готовится. На что я услышал закономерный ответ, «да, это норма». Замечательно! Все бы ничего, но по воле случая я работаю поваром уже 7 лет. И кожа угря считается частью отхода. Расстроил не сколько сам гункан, а полная уверенность персонала в строгом соблюдении норм приготовления. Очень разочарован в данном заведении. Ведь немногие рестораны и кафе кормят своих гостей отходными частями продуктов!",2,7 апреля 2020 г.
2950,205,"Случайно зашли с другом, пиво понравилось. Необычные названия и интересный вкус. Через неделю решили зайти снова, но пива в этот раз не было. Ну, то есть вообще, никакого. Это было воскресенье, я подумал, ну бывает, не страшно. Через неделю, теперь уже в субботу зашли еще раз - пива нет. В зале пусто. Я спросил, как же так? На что было сказано: ""Я что перед вами извиняться что ли должна?"" Прекрасное отношение к посетителям. И что это вообще за паб такой, в котором в субботу во второй половине дня нет пива?",1,8 декабря 2019 г.
2951,205,"Заказывал раньше, все было нормально. 10.11.2018 вечером, сделал заказ на доставку, в пицце с морепродуктами было два волоса. Один это случайность, но два это система. Очень отвратительно. ",0,10 ноября 2018 г.
2952,205,"Отличная пицца! Рекомендую!Лучшая пицца в Липецке из тех, что я пробовал.Тонкое тесто, 3 размера на выбор, доставка бесплатно от 500 рублей!",0,23 сентября 2018 г.
2953,205,"лучшие сенднвичини в каком другом месте ни в липецке,ни в других городах такого вкусного сендвича нет",2,19 января 2018 г.
2954,206,"1. Не положили палочки 2. Сет #3 , роллы инь/янь , имбирь и даже соус ужасного качестваМеркулова 10Есть невозможно, не вкусноИмбирь и соус первый раз такое ужас",0,21 августа 2021 г.
2955,206,"Раньше всегда их заказывали, сегодня заказали 3 порции, Филадельфия вообще ужас, майонез вместо сыра, запечённые вообще как протухшие, и более или менее тёплые! Ужасно невкусно, рис везде недоваренный!А васаби жидкий( не вкуса ,ничего!!!А авокадо везде заменили огурцом!!!! В субботу нет авокадо????На вид красиво, а так есть не будешь",0,5 декабря 2020 г.
2956,206,Испортилось меню и плюс ко всему перестали вкусно и качественно готовить. Сплошной минус. Попались посторонии предметы в роллах. ,0,14 октября 2019 г.
2957,206,"Пицца на сыром тесте! Роллы все развалились ... вкус гадость...и это в центре города Липецка!(( руководство «Автосуши» вы сами себя не уважаете , таим кормить людей... цена чека этого вообще не стоит ",0,22 июля 2019 г.
2958,206,"Это жалкое подобие суши! Персонал не вполне адекватный. Сама идея внедрения суши в массы хорошая, цены тоже, но степень экономии на качестве продуктов и поваров просто кощунственна, не знаю как люди этого не замечают,наверное не с чем сравнивать!",0,3 июля 2019 г.
2959,206,"Заказывали суши, хотели быстро перекусить. не думаю что 1 час это быстро, но все же доставили. Было вкусно и не дорого. спасибо",0,29 июня 2016 г.
2960,206,"Живём рядышком,поэтому частенько делаем заказ на роллы и пиццу. Минусов с каждым разом становится больше. Администраторы многие хамят прямо в лицо, когда подходишь заказывать или забирать заказ,они занимаются своими делами и как будто не замечают тебя,сквозь тебя смотрят, так можно простоять и 5 и 10 минут, потом с недовольным видом наконец-то обслужат. Роллы огромные, часто разваливаются, неаккуратно приготовленные, авокадо, заявленное в меню дождаться можно только летом в сезон. Пицца, где тесто указано дрожжевое, нам делали такое же как и во всех остальных, ссылаясь,что это типа замануха,а так оно всегда было дрожжевым во всех видах. В общем, если хотите быстро насытиться, то подойдёт, а если вдруг с девушкой решили зайти, то испортите лишний раз настроение.",0,25 марта 2016 г.
2961,206,"Раньше часто заказывал в этом кафе роллы, сейчас сложные роллы делают просто огромного размера, что в рот не засунешь, рекомендую если тут заказываете, брать маленькие роллы они впринципе нормального качества и их можно проглотить за раз не разорвав рот)))",0,23 октября 2015 г.
2962,206,"Очень вкусный сливочный крем суп из лосося! Постоянно заказываю, очень быстро и качественно выполняют заказ. Оплата картой, для меня это очень важно! Так что рекомендую.",0,11 ноября 2014 г.
2963,207,"меню на сайте и в реальности очень сильно отличаются, такое ощущение что это другое место, официантки(по крайней мере на летней веранде) не сильно разбираются в меню, часть заказа вообще забыли",0,27 августа 2020 г.
2964,207,"Еда просто ужасная. Карпаччо из говядины тонкие ломтики размазни,отвратительной на вкус. Картошку к оснавному блюду принесли холодную, такое ощущение, что ее сварили вчера и даже не потрудились подогреть.Вечер спасла развлекательная программа.Ведущий просто красавчик -5 балловПиво тоже неплохое.Ужасно жалко потраченных денег не ""еду"", в любой столовке Вы поедите вкуснее.Потанцевать зайти можно.",0,22 декабря 2019 г.
2965,207,"Сегодня с парнем решили сходить в караоке бар и пришли к решению, что поедем в Стаханов бар. Что мы там увидели, разделение людей, кто-то может приходить в спортивном, а кто-то нет. Парень был одет в джинсы, кроссовки и толстовку. Когда мы решили пойти на дискотеку. Охрана в грубой форме попросила покинуть заведение без объяснения на то причины. Ужасное заведение",0,7 декабря 2019 г.
2966,207,Отвратное заведение! Именно отвратное. Кроме пива нет ничего. Песни в караоке за доп. плату. Хуже кальяна я не пробовала. Не рекомендую однозначно!,0,27 сентября 2019 г.
2967,207,"Долгое ожидание блюд - 45мин два бифштекса - даже не в самый пик час. Не свежее мясо - пришлось заказывать другое блюдо. Коктейли, в частности Маргарита - приносят в крошечных «мензурках». Потраченное без приятных впечатлений время и деньги.",0,18 августа 2019 г.
2968,207,"Пришли с друзьями посидеть, покурить кальян, попить пива.Если честно расстройву не было предела. За вход отдали 200 р с человека. Звук и музыка как на колхозной дискотеке, все орёт и бухает, что поёт исполнитель просто не понять. Чтобы у тебя официантка приняла заказ, за ней нужно сначала сходить куда нибудь в зал. Принесли кальян (по вкусу полный отстой), минут через 5 пришёл охранник потребовал чтобы мы сразу за него расплатились. Основной заказ так и не дождались, решили покинуть эту дыру. 30 мин в этой ""рыгаловке"" хватило чтобы испортилось все настроение выходного дня.Если хоть немного себя уважаете, то лучше выберите другое заведение для отдыха.",4,1 мая 2019 г.
2969,207,"Заведение уютное, обслуживание на 3 ку, кухня тоже на 3 ку мясо на гриле сухое, бар обширен, бизнес ланчи ужасные макароны и #мясо# - которого зажали, салат фу на бизнес ланч не рекомендую, да и как вечер провести, контингент тоже так себе ",0,28 марта 2019 г.
2970,207,"За два дня,как прийти в это недозаведение оставили в полном объеме депозит,как сказал администратор,депозит составляет 500 р. и вход с человека 200 р., отдали, приходим,оказывается депозит составляет 1000 и вход с девушек 200 р., а с мужчин 300р., обман чистой воды.После долгих споров с администратором,её все таки убедили,что она была неправа,вечер уже начал портится.Кальянщик постоянно забывал приносить сдачу,приходилось напоминать,официантки на кажлый бокал пива приносили счет,действовало на нервы,постоянно покпзывали нам на расчетницу, ненормальные блин, ну а если захотите заказать песню,и попеть,то готовьте 1500 за галимое караоке,хоть оно там и бесплатное, попеть будет очень тяжело...если вы все таки надумаете посетить караоке,потом поймете почему...ТАК ВОТ ГОСПОДА,ОБХОДИТЕ ЭТОТ ГАДЮШНИК СТОРОНОЙ!!!",1,13 марта 2019 г.
2971,207,"Кухня далеко не самая вкусная, что я пробывал. Пиво мне неплохое, но это пиво продаётся в обычных пивнушках (zalcBeer) и стоит 130 рублей за литр максимум. Здесь же 180 деревянных за бокал. Рестораны со своей пивоварней так цены не ломят. В целом: планируя куда пойти, у меня этого заведения в списке не будет",0,10 марта 2019 г.
2972,207,"Попали случайно и были приятно поражены. Отличная кухня, вкуснейшее пиво, довольно умеренные (средние) цены и отличная развлекательная программма. Отдельный респект группе ""Квас"", великолепное выступление и от души (без халтуры), но для тех кто милого узнает по походке, знает что в Питере пить и не пугается мелькающей в культуре ненормативной лексики. Вечер окончился отличной дискотекой, публика разновозрастная, в большинстве 25+. Много компаний, отлично для отмечания ДР. Единственный минус - практически отсутствует танцпол. Впечатление отличное, хочется вернуться, рекомендуем",1,2 октября 2018 г.
2973,207,"Забронировали с подругами столик. Когда приехали, нам сказали, что вход платный. На просьбу позвать администратора, пришел охранник и начал орать: ""Вам что сложно по 100 рублей заплатить, везде вход платный, вы что не знаете"".Мы были возмущены даже не тем, что нас не предупредили насчет платного входа, а тем как по-хамски с нами разговаривали.Развернулись и поехали в другое заведение.",1,27 сентября 2018 г.
2974,207,"Отмечала день рождения. Кухня понравилась. Вкусно. Хотя, дороговато. Обслуживание хорошее.Программа музыкальна отличная! Кавер- группа поет в живую. Подборка классная . Потанцевали с удовольствием. Жаль места маловато для танцев. Атмосфера в общем и целом очень приятная.",0,27 августа 2018 г.
2975,207,"Выбрали это место в людный вечер для романтического ужина и пожалели. Кухня не очень и дороже чем в соседнем заведении. Крохотные столики для двоих по центру зала в проходе, проходящие постоянно цепляют сидящих. Персонал сонный и хамовитый. И вишенка на торте - живая музыка. В общем, не рекомендую",3,2 июня 2018 г.
2976,207,"26.05.2018 первый раз пришли в в Стаханов бар. Сделали заказ по меню две порции овощи гриль за 170 рублей порция 120 грамм. Что нам и принесли: 0.5 горелого помидора, 0,25 красного перца и сырой лук. В конце вечера нам принесли счет. Мы были крайне удивлены. Оказывается есть тайное меню. Стоимость резко поменялась на 250 рублей. И нам администратор доказывала, что мы ели овощи с красивой картинки другого меню. Овощи гриль на мангале с салатными листами и другим весом. Всем посетителям бара рекомендуем вооружится фотоаппаратами, т.к. клиентов обманывают. Администратор бара Екатерина хамила и серьезно просила предъявить, то что мы съели))))).",7,26 мая 2018 г.
2977,207,"Для встречи выпускников ( более 20 человек) администрацией был предложен зал на —1 этаже, который оказался просторным с относительно свежим ремонтом, но очень темным с включёнными осветительными приборами. Кухня на любителя. Пережареный картофель и отбивные в моей тарелке остались нетронутыми, целью данного мероприятия было лишь общение с друзьями.  Акустический динамик висит над столом, устали ходить к диджей с просьбой убавить звук.",3,19 мая 2018 г.
2978,207,"Интересный интерьер. Достаточно большое меню. Вкусная кухня. Пиво не плохое, но прям сильное впечатление не производит. Алкогольные коктейли не вкусные. Атмосфера приятная, веселая. Мы провели время с удовольствием!",1,28 февраля 2018 г.
2979,207,"Пришли с друзьями 03.01.18 в данное заведение. Сделали заказ,среди которого были креветки жареные,салат ""Старый Мюнхель"" и горячее ""...рваная свинина""(дословно не помню). Начну с креветок. Было чувство,что перед ними в сковороде жарили сосиски,отдавало очень ими. Салат вообще странный. Там должен быть бекон,микс салатов,лук,помидорки и сливочно-сладкий соус впридачу(как потом оказалось,это был простой кетчунез). В итоге вместо бекона нашли там пару кусочков какой-то жареной колбаски.Но каким макаром там оказались грибы и картофель,если они не указаны в меню? По вкусу салат не понравился. Ну и наконец-то дошли до нашего горячего. Ждали мы час! И в итоге когда спросили у официанта Владимира,когда же нам ее принесут,он с невозмутимым видом ответил,что ее нет! На наше ""мы ждем ее уже час. Почему в самом начале сказать нельзя было?"" Последовало ""А я вам разве не говорил?"" Нет,Владимир,не говорили! Обслуживание ужасное. Сидели с грязными тарелками и пустыми бокалами/бутылкой минут 30. В общем,возвращаться туда желания больше нет. Ни обслуживание,ни кухня не понравились. ",8,3 января 2018 г.
2980,207,"Атмосфера - нормальная. Интерьер как интерьер. (Не считая неуместных#хрустальных#дворцовых#люстр). Еда - съедобная. Официант расторопный бравый мОлодец обслуживал быстро, без подобострастия, сдержанно, но ловко. Однако, отведав салат ""Цезарь с курицей"" (традиционно в новом месте пробую именно его), пришли с подругой к выводу, что соуса, салатных листьев, сухариков, куриного мяса и сыра было вполне достаточно, чуть не хватило кислинки из-за малого количества ""черриков"" (всего две половинки) и куриное мясцо было что ли подкопченным, от этого терялся привычный приятный вкус. Моя оценка- махонькая ""четвёрочка"" и то только из-за свежести продуктов. Капуччино имел привычный вкус и запах, плюс был приятно горяченький! Итак за кофе - ""пятёрка""! Десерт - вишнёвый штрудель порадовал изобилием вишни, сиропа, чудесным мороженным на ""ореховой подушке"", а немножко огорчил ""троечным"" тестом. И всё же ""пятёрочка с минусом""! Огорчили слишком дешёвые столовые приборы, но возможно для бара это не беда?! Ещё минус наличие кальяна. Меню толковое, но всё ж - дороговато. Для себя резюмирую: открылись недавно - развиваются... Близко от моего дома - плюс... Темновато - минус... Для похода семьёй (имею в виду с малыми детьми) не рекомендую! А там... Думайте сами... Пива - реки, закуски к пиву кило#двухкилограммовые#и#проч. сеты... Каждому - своё!!!",2,18 октября 2017 г.
2981,207,"Мясное блюдо пересолили, в элементарном цезаре с креветками просто майонез. Одного посещения за глаза достаточно. ",0,24 августа 2017 г.
2982,207,"Замечательное место, где вы можете выпить, потанцевать и не заметить, как вас будут обсчитывать. А можете заметить, вызвать менеджера, предъявить чеки и не получить ни извинений, ни комплиментов от заведений, ни искренних глаз, уверяющих, что это случайность. Еда невкусная, порции маленькие, салат придется подождать минут 40. Агрессивные охранники кавказцы. Исток колхозного сервиса!",6,28 мая 2017 г.
2983,207,"Обслуживание никакое, приходилось самим разыскивать официантов! Стол редко убирался от пустых тарелок и грязных салфеток. Еда- в столовой любой и то вкуснее будет, алкоголь- явно разбавленный. Общая атмосфера- скучно, безумно скучно..не понятно вообще, за что заплатили за вход! Средний возраст контингента- 45 лет.",1,9 марта 2017 г.
2984,207,"Пришел на встречу, думал зайду, закажу, все как обычно, НО на входе охранник (видимо бывший кутюрье) сказал, что я пришел в трико, диалект на тему, что на улице зима и это зимние штаны не увенчался успехом. На этом моя оценка и знакомство с этим ""элитным"" рестораном баром закончилась. Ps это особенное место в которое стоит зайти, но видимо не после работы, смены и т д так как надо сначала зайти домой навести марафет, принять ванную с лепестками роз, и надеть свой лучший фрак - в этом случае вы сможете туда попасть и благополучно покушать и выпить.",3,4 февраля 2017 г.
2985,207,"Если идти поесть, то это не то место. Официанты стараются, но их мало. По этому пиво ждать долго, зато кальяна много и он хороший.Звук когда поют музыканты резкий и чтобы его спокойно слушать нужно изрядно попить...Дизайн заведения отличный, на твёрдую пятёрку!",0,21 января 2017 г.
2986,207,"Посетила это заведения впервые 16.12.2016. Были просто в ВОСТОРГЕ, кухня отличная, такой замечательный кальян попробовала только здесь, ну и конечно атмосфера-выступление группы Ливерпуль, выше всех похвал!!!!Под большим впечатлением зазвала друзей 18.12.2016-разочаронание полнейшее, как так может быть вообще не понятно??!! Обслуживание ужасное, пиццу готовили 2 ЧАСА, и все примерно так же! Толь персонал был другой, толи администратор из этой смены не может организовать работу, мы в недоумении. Хотелось бы обратится к организаторам: обратите внимание на персонал, иначе испортят Вам заведение, которое почему-то в пятницу работает на 5 а в воскресенье на 2 с минусом!!!",7,19 декабря 2016 г.
2987,207,"Были сегодня в караоке! Впечатление ужасное! Заплатили за депозит 5 тысяч, принесли счёт,в котором якобы мы переели на 1,5 тысячи! При этом в счете не указано что мы заказывали,просто на сколько мы переели. Еще мы заплатили за вход по 200рублей,за шестерых вышло 1200. Но в счёт эту сумму почему-то тоже включили. После разбора,всё исправили,но сделали такие недовольные лица,даже страшно стало! Не советую никому ходить в это заведение, просто испортите себе настроение.",8,25 ноября 2016 г.
2988,207,"Кальян хорошийЧай подали холодный. Кухню не пробовал. Персонал спит,но работает. Я был один в среду вечером",0,27 октября 2016 г.
2989,207,"Как бар хорошее заведение, с приятной атмосферой и антуражем. Большой выбор пива, в том числе есть крафтовые сорта. Но вот кухня оставляет желать лучшего: при пустом зале готовился заказ 40-50 минут (спагетти, суп-пюре, шницель). Спагетти был подан почти холодным да и качество приготовления не на высоте. Заведению посоветовал бы поменять поваров (шеф-повара), а то с такой кухней далеко не уедешь.",0,2 октября 2016 г.
2990,208,"24.04.21 заказала доставку пиццу в ""Томато"". Пиццу ""Цезарь"" привезли без листьев салата. Администратор сказала: ""Салат должен был быть в отдельной коробочке, но курьер забыл его. Ну, что ж... Всякое бывает. В следующий раз положим."". К тому же пицца была холодной, края обгорелые. Думаю, следующего раза не будет.",0,24 апреля 2021 г.
2991,208,"Любили покушать в этом недорогом кафе семьёй, очень часто заказывали пиццу.Один раз привезли пиццу с волосами,один раз большой недовес,и вот снова,на доставку,""голые пиццы"",и шеф повар,как обычно,никаких извинений,все у него нормально,как обычно ,в общем-то)Будем искать,новое семейное кафе,с адекватным персоналом)кафе Томато,Г.Липецк Петра Смородина 13а",1,22 января 2021 г.
2992,208,"Решил покушать....-солянка холодная,причем сметану не подает отдельно.Паста-это нечто!!!!зеленые помидоры и самый дешевый фарш...водку 100 гр подали к пасте, но никак к солянке....Стыдно,господа рестораторы, Вам должно быть стыдно.....паста из 5ки-моветон!!!Петрушку неужели сложно измельчить подав в солянку?Шефу-1!!!да и руководству тоже-1.ничего личного....все честно.",1,3 марта 2020 г.
2993,208,"Впервые были в данном кафе. Уверена с последний. Заказаны были теплые роллы. В составе указан угорь - в реальности была слобосоленая неочищенная от кожуры!!! сёмга. Причем размороженная. Васаби на пол чайной ложечки. Соевый соус принесли только когда мы сами попросили. Обжарены слабо - видимо у заведения большие проблемы или повар хорошо тырит продукты - экономия во всем. Салат греческий - песня! Сыра два кусочка, овощи умерли наверно ещё на прошлой неделе. Пицца грибы/ветчина. Если это итальянская пицца, то итальянцы безрукие бездари. Ну как можно было испортить элементарное блюдо? Вообщем вкуса ноль. Вообще без вкусная пицца - кажется что ешь кусок батона с грибами. Вот и весь вкус. Вывод - не вкусно и не хочу качественно.",0,4 декабря 2019 г.
2994,208,"Заказали 2 бокала пива несли 30 мин., причем каждый официант которого мы спрашивали , рассказывал о огромной загрузке бармена. Пиццу ждем уже 40мин.Ужасное заведение, с ужасным обслуживанием",0,13 октября 2019 г.
2995,208,"Бываю в этом кафе в среднем раз в месяц, и с каждым разом впечатления все хуже. Сегодня например в двух порциях борща не было ни одного кусочка мяса, в карбонаре спагетти какие-то заветренные, очень жирный соус, куриный шашлычок из детского меню - сухой и бесвкусный как бумага. Как будто сначала из него сварили несколько бульонов, а потом поджарили. Картошка фри пропитана маслом + порция уменьшилась.",0,22 сентября 2019 г.
2996,208,"Приходил несколько раз на ланч - очень даже неплохо, несколько разных конфигураций (а-ля суп+пицца, паста+десерт, суп+горячее+напиток и т.п.), позиции можно выбирать из меню любые. Время ожидание среднее или выше среднего, в принципе, все довольно вкусно, и приятный интерьер, НО: ужаснейшая и несъедобная пицца. Несоленая, усыпанная какой-то травой совершенно не в тему, подается с маслом, но ей [пицце] уже ничем не помочь... Пробовал разные пиццы в разные дни - всегда стабильно ужасно. Они умудрились испортить даже ветчину+грибы. Если бы это не называлось пиццерией оценка была бы выше, потому что все остальное нравится. Но пицца - просто катастрофа..",0,19 сентября 2019 г.
2997,208,"Очень долго обслуживают. Тесто на пицце, размороженное, колбаса и ветчина дешёвые. Молочный коктейль вкусный но тёплый.",1,25 июля 2019 г.
2998,208,"Ожидание неоправданно долгое, более 1,5 часов. Пицца холодная, сухая, пересыпанная сухим базиликом - несьедобная абсолютно. Жаль потерянных денег и времени. ",2,30 апреля 2019 г.
2999,208,"Ужасное место , обслуживают долго , даже не удостоились принести меню ,ждала 20 мин . Заказала пиццу на дом ждала больше часа. Больше не буду давать шанс исправиться этому заведению . Не советую кушать",0,9 апреля 2019 г.
3000,208,"В выходной день, когда практически полная посадка, очень долго ждёшь заказ, официанты путаются с заказами,приносят десерты ранее основных блюд (нас пересадили за более удобный столик, так все наши заказы приносили на первоначальный столик, хотя все были предупреждены о замене стола). Очень вкусные чайные напитки (ягодный, облепиховый), практически всегда вкусная пицца, неплохие супы. Ужасно приготовленная индейка с фруктами с кисло-сладком соусе, малое количество кусочков мяса в порции, наличие жира на кусочках мяса (было ощещение, что в блюде была не только индейка, но и свинина), яблоки и болгарский перец порезаны разными по величине кусками, яблоки твердые и вообще не припущенные, в дольках апельсина косточки - это блюдо просто убило и оставило очень неприятное впечатление. А так кафе нравится, уютная обстановка, чистенько, есть детская игровая зона.",0,26 марта 2019 г.
3001,208,"Заказали самовывозом пиццу. Ждали час, потом мы сами позвонили. Оказалось , что пицца уже готова и никому до нее нет дела. Приехали забирать, оказалось что в пиццерии бонусами по бонусной карте нельзя оплатить только ПИЦЦУ! В ПИЦЦЕРИИ!! КАРТОЧКОЙ КОТОРУЮ ТЕБЕ ПРОДАЮТ ЗА 100 РУБЛЕЙ! Пицца была холодная, так как залежалась уже. Всем же пофиг на клиентов. Попробовали и выкинули. Вот такая рыгаловка...",1,11 февраля 2019 г.
3002,208,"Довольно неплохой дизайн! И, в целом, приятная атмосфера. Звучит ненавязчивая музыка. После недолгого ожидания подошла официантка, приняла заказ.Салаты появились быстро! Неплохо приготовлены, кстати! Вслед за ними поднесли пиво и колечки! Ну, здесь придраться тоже не к чему! Но и не удивили, к сожалению... Затем скоро поднесли первую из двух пиццу. Тесто оказалось хорошим, выпечка сочной и вкусной. Но потом наступил затяжной перерыв. Наверное, чтобы мы успели снова проголодаться? Все подчистую успели доесть, откровенно начали скучать... А второй партии все нет и нет. Выждав все возможные паузы, уже собирались идти искать менеджера, но что-то в лесу произошло и про нас вспомнили... Вторая пицца, в прямом смысле долгожданная, оказалась также мягкой нежной, с тончайшим тестом, а острое масло было весьма уместно!!! В целом, поели-то неплохо. Только такой затяжной ужин все ж повторять уже не рискнули, хотя и жили несколько дней по-соседству...",1,3 февраля 2019 г.
3003,208,"Был с там три раза . И с семьей и с друзьями. Еда оочень посредственная. А Пицца... ингредиенты не вкусные , даже отвратительные, что говорит о том что их не проверяют перед там как положить в нам в пиццу! А это очень печально. А вот роллы вроде ничего - на удивление. А еще брали шипящую сковородку - никакая от слова вообще. Все это про Томато в гЛипецк пл Победы 3а.",0,1 января 2019 г.
3004,208,"Отличный ресторан. Очень красивый интерьер, хорошая музыка, новогодняя атмосфера. Хорошее меню. Очень хорошие чистые туалеты. Все сбалансировано и нейтрально. Твердая пятерка ！",0,24 декабря 2018 г.
3005,208,"Спасибо огромное кафе Томато за прекрасный вечер! Я давно не кушала такой пиццы, официантка Влада просто чудо, милая девочка! Приятная новогодняя атмосфера! Супеееер",1,8 декабря 2018 г.
3006,208,"Что хочу сказать :меню неотлечаеться орегенальностью, кнопки вызова офицыанта нет, чиз-кейк лимонный совсем не лимонный, кофе баунти - не кофе какао. Что касаемо обслуживания были в понедельник вечером так что ждали недолго. Что из плюсов: детская площадка на втором этаже и что хорошо столики имеються напротив площадки, так что дитишек будет видно. Чисто, и тихая приглушоная музыка. ",0,24 октября 2018 г.
3007,208,"Очень медленное обслуживание. При полупустом заведении ждали официанта минут 20, чтобы принял заказ. Попросили принести напитки сразу, через 15 минут пошли сами искать официанта, который в это время мило болтал с другими официантами за стойкой. Начали более-менее шевелиться, только когда мы попросили жалобную книгу. Тем не менее, блюда приносили ну очень медленно. Например, роллов мы так и не дождались в течение часа, пришлось брать их с собой. Ну и зря взяли, кстати, так как роллы оказались отвратительными. Как и тарелка снеков к пиву. При таком подходе, думаю, заведение не продержится и полугода. Или превратится в дешевую забегаловку для работников центрального рынка.",0,23 сентября 2018 г.
